Product,Brand,Category,Review Date,Review Text,Review Title,Rating
Laptop Backpack,Samsonite,Luggage & Travel,2023-08-24,Decent product but not worth the price. I expected better durability. I've had it for 13 months.,Fantastic product!,1
Electric Toothbrush,Oral-B,Health & Personal Care,2023-02-15,This product has been amazing. I use it every day with no issues. I've had it for 12 months.,Would not buy again,5
Espresso Machine,Breville,Home Appliances,2023-06-07,Does the job but not as well as I had hoped. Could be improved. I've had it for 6 months.,Excellent quality!,3
Robot Vacuum,iRobot,Home Appliances,2023-11-25,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 24 months.","Meh, just okay",5
Laptop Backpack,Samsonite,Luggage & Travel,2022-07-19,Does the job but not as well as I had hoped. Could be improved. I've had it for 19 months.,Would not buy again,4
Electric Toothbrush,Oral-B,Health & Personal Care,2023-12-20,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 20 months.",Highly recommended,4
Gaming Headset,Razer,Electronics,2023-09-21,"Terrible build quality, not recommended at all. I've had it for 14 months.",Not worth it,1
Gaming Headset,Razer,Electronics,2023-08-04,Does the job but not as well as I had hoped. Could be improved. I've had it for 4 months.,Not worth it,5
Fitness Tracker,Fitbit,Wearables,2022-04-01,Very pleased with this! Works as expected and easy to use. I've had it for 4 months.,Excellent quality!,1
Laptop Backpack,Samsonite,Luggage & Travel,2022-01-28,Very pleased with this! Works as expected and easy to use. I've had it for 18 months.,Very disappointed,5
Robot Vacuum,iRobot,Home Appliances,2022-03-21,This product has been amazing. I use it every day with no issues. I've had it for 14 months.,Exceeded my expectations,5
Gaming Headset,Razer,Electronics,2023-06-23,Very pleased with this! Works as expected and easy to use. I've had it for 18 months.,Would not buy again,5
Laptop Backpack,Samsonite,Luggage & Travel,2022-05-11,Completely disappointed. It broke after minimal use. I've had it for 21 months.,Exceeded my expectations,4
Gaming Headset,Razer,Electronics,2023-09-16,Very pleased with this! Works as expected and easy to use. I've had it for 6 months.,Not worth it,3
Digital Camera,Canon,Photography,2023-06-16,Decent product but not worth the price. I expected better durability. I've had it for 12 months.,Fantastic product!,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-01-30,"Terrible build quality, not recommended at all. I've had it for 6 months.",Good but not great,3
Robot Vacuum,iRobot,Home Appliances,2023-10-19,Very pleased with this! Works as expected and easy to use. I've had it for 11 months.,"Meh, just okay",1
Fitness Tracker,Fitbit,Wearables,2023-03-20,This exceeded my expectations! The design and performance are outstanding. I've had it for 4 months.,Good but not great,2
Smart TV,Samsung,Electronics,2022-09-11,Does the job but not as well as I had hoped. Could be improved. I've had it for 11 months.,Would not buy again,3
Gaming Headset,Razer,Electronics,2022-09-19,Does the job but not as well as I had hoped. Could be improved. I've had it for 6 months.,Terrible experience,4
Fitness Tracker,Fitbit,Wearables,2022-11-23,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 4 months.",Would not buy again,1
Smart Thermostat,Nest,Smart Home,2022-10-28,"Terrible build quality, not recommended at all. I've had it for 1 months.",Would not buy again,4
Wireless Keyboard,Logitech,Accessories,2022-12-01,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 2 months.","Meh, just okay",4
Robot Vacuum,iRobot,Home Appliances,2022-11-28,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 8 months.",Fantastic product!,4
Wireless Keyboard,Logitech,Accessories,2022-03-27,Very pleased with this! Works as expected and easy to use. I've had it for 5 months.,Would not buy again,5
Wireless Keyboard,Logitech,Accessories,2022-07-19,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 14 months.",Good but not great,2
Espresso Machine,Breville,Home Appliances,2023-01-21,Decent product but not worth the price. I expected better durability. I've had it for 16 months.,"Meh, just okay",3
Fitness Tracker,Fitbit,Wearables,2022-06-09,Very pleased with this! Works as expected and easy to use. I've had it for 2 months.,Fantastic product!,4
Espresso Machine,Breville,Home Appliances,2022-10-21,This exceeded my expectations! The design and performance are outstanding. I've had it for 15 months.,"Meh, just okay",5
Smart TV,Samsung,Electronics,2022-05-01,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 3 months.",Fantastic product!,1
Wireless Keyboard,Logitech,Accessories,2023-01-31,This exceeded my expectations! The design and performance are outstanding. I've had it for 21 months.,Highly recommended,1
Wireless Keyboard,Logitech,Accessories,2022-02-28,Completely disappointed. It broke after minimal use. I've had it for 8 months.,Good but not great,2
Fitness Tracker,Fitbit,Wearables,2023-02-25,Very pleased with this! Works as expected and easy to use. I've had it for 12 months.,Not worth it,3
Electric Toothbrush,Oral-B,Health & Personal Care,2023-09-03,This product has been amazing. I use it every day with no issues. I've had it for 4 months.,Terrible experience,3
Fitness Tracker,Fitbit,Wearables,2023-10-10,Very pleased with this! Works as expected and easy to use. I've had it for 20 months.,Good but not great,5
Fitness Tracker,Fitbit,Wearables,2022-07-03,Does the job but not as well as I had hoped. Could be improved. I've had it for 24 months.,Fantastic product!,1
Espresso Machine,Breville,Home Appliances,2023-12-22,Very pleased with this! Works as expected and easy to use. I've had it for 15 months.,Good but not great,5
Smart TV,Samsung,Electronics,2023-04-24,This exceeded my expectations! The design and performance are outstanding. I've had it for 17 months.,Not worth it,1
Smart TV,Samsung,Electronics,2023-02-21,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 7 months.",Not worth it,1
Gaming Headset,Razer,Electronics,2023-01-11,Does the job but not as well as I had hoped. Could be improved. I've had it for 21 months.,Excellent quality!,1
Espresso Machine,Breville,Home Appliances,2023-09-30,This product has been amazing. I use it every day with no issues. I've had it for 17 months.,Terrible experience,3
Robot Vacuum,iRobot,Home Appliances,2022-08-23,"Terrible build quality, not recommended at all. I've had it for 22 months.",Terrible experience,3
Electric Toothbrush,Oral-B,Health & Personal Care,2022-12-01,"Terrible build quality, not recommended at all. I've had it for 11 months.",Good but not great,4
Smart Thermostat,Nest,Smart Home,2023-04-25,This product has been amazing. I use it every day with no issues. I've had it for 10 months.,Exceeded my expectations,1
Espresso Machine,Breville,Home Appliances,2022-07-19,Very pleased with this! Works as expected and easy to use. I've had it for 11 months.,Very disappointed,2
Smart TV,Samsung,Electronics,2023-12-23,Very pleased with this! Works as expected and easy to use. I've had it for 20 months.,Very disappointed,1
Electric Toothbrush,Oral-B,Health & Personal Care,2022-07-28,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 23 months.",Exceeded my expectations,4
Fitness Tracker,Fitbit,Wearables,2022-01-31,Completely disappointed. It broke after minimal use. I've had it for 22 months.,Exceeded my expectations,1
Wireless Keyboard,Logitech,Accessories,2022-11-16,Completely disappointed. It broke after minimal use. I've had it for 18 months.,Exceeded my expectations,3
Digital Camera,Canon,Photography,2022-04-03,Completely disappointed. It broke after minimal use. I've had it for 12 months.,Excellent quality!,1
Espresso Machine,Breville,Home Appliances,2022-06-19,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 10 months.",Exceeded my expectations,5
Smart Thermostat,Nest,Smart Home,2023-01-15,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 21 months.",Exceeded my expectations,5
Fitness Tracker,Fitbit,Wearables,2022-12-22,Does the job but not as well as I had hoped. Could be improved. I've had it for 24 months.,Fantastic product!,4
Wireless Keyboard,Logitech,Accessories,2023-10-11,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 16 months.",Exceeded my expectations,3
Gaming Headset,Razer,Electronics,2022-10-24,Very pleased with this! Works as expected and easy to use. I've had it for 6 months.,Good but not great,2
Wireless Keyboard,Logitech,Accessories,2023-11-18,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 6 months.",Terrible experience,1
Robot Vacuum,iRobot,Home Appliances,2023-04-18,Does the job but not as well as I had hoped. Could be improved. I've had it for 4 months.,Exceeded my expectations,2
Gaming Headset,Razer,Electronics,2023-05-30,This exceeded my expectations! The design and performance are outstanding. I've had it for 10 months.,Terrible experience,2
Laptop Backpack,Samsonite,Luggage & Travel,2022-08-30,Does the job but not as well as I had hoped. Could be improved. I've had it for 24 months.,Not worth it,1
Gaming Headset,Razer,Electronics,2023-12-03,This exceeded my expectations! The design and performance are outstanding. I've had it for 19 months.,Terrible experience,4
Fitness Tracker,Fitbit,Wearables,2022-05-18,Decent product but not worth the price. I expected better durability. I've had it for 20 months.,Exceeded my expectations,4
Gaming Headset,Razer,Electronics,2022-11-22,This product has been amazing. I use it every day with no issues. I've had it for 16 months.,"Meh, just okay",2
Smart TV,Samsung,Electronics,2023-04-02,Decent product but not worth the price. I expected better durability. I've had it for 17 months.,Exceeded my expectations,5
Wireless Keyboard,Logitech,Accessories,2022-07-02,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 7 months.",Very disappointed,4
Robot Vacuum,iRobot,Home Appliances,2023-06-03,"Terrible build quality, not recommended at all. I've had it for 20 months.",Highly recommended,2
Smart TV,Samsung,Electronics,2022-10-02,Decent product but not worth the price. I expected better durability. I've had it for 18 months.,Highly recommended,5
Digital Camera,Canon,Photography,2022-04-13,Does the job but not as well as I had hoped. Could be improved. I've had it for 23 months.,Highly recommended,1
Smart Thermostat,Nest,Smart Home,2023-08-30,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 10 months.",Terrible experience,3
Smart TV,Samsung,Electronics,2022-08-04,"Terrible build quality, not recommended at all. I've had it for 10 months.",Not worth it,1
Laptop Backpack,Samsonite,Luggage & Travel,2022-07-08,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 11 months.",Good but not great,2
Digital Camera,Canon,Photography,2023-06-19,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 4 months.",Excellent quality!,2
Wireless Keyboard,Logitech,Accessories,2023-03-05,This product has been amazing. I use it every day with no issues. I've had it for 17 months.,Good but not great,3
Smart TV,Samsung,Electronics,2022-02-04,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 9 months.",Would not buy again,2
Wireless Keyboard,Logitech,Accessories,2023-02-04,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 17 months.",Terrible experience,4
Smart Thermostat,Nest,Smart Home,2023-02-16,"Terrible build quality, not recommended at all. I've had it for 1 months.",Fantastic product!,3
Espresso Machine,Breville,Home Appliances,2023-06-08,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 20 months.",Exceeded my expectations,2
Laptop Backpack,Samsonite,Luggage & Travel,2023-04-05,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 18 months.",Terrible experience,4
Smart TV,Samsung,Electronics,2022-03-19,This exceeded my expectations! The design and performance are outstanding. I've had it for 1 months.,Excellent quality!,4
Robot Vacuum,iRobot,Home Appliances,2023-03-14,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 23 months.",Fantastic product!,3
Robot Vacuum,iRobot,Home Appliances,2023-02-18,"Terrible build quality, not recommended at all. I've had it for 23 months.",Very disappointed,1
Smart Thermostat,Nest,Smart Home,2023-10-04,This product has been amazing. I use it every day with no issues. I've had it for 16 months.,Good but not great,1
Wireless Keyboard,Logitech,Accessories,2023-02-09,Does the job but not as well as I had hoped. Could be improved. I've had it for 23 months.,Very disappointed,5
Robot Vacuum,iRobot,Home Appliances,2023-08-14,Completely disappointed. It broke after minimal use. I've had it for 8 months.,Exceeded my expectations,4
Smart Thermostat,Nest,Smart Home,2022-11-06,This exceeded my expectations! The design and performance are outstanding. I've had it for 15 months.,Good but not great,5
Digital Camera,Canon,Photography,2023-03-11,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 6 months.",Highly recommended,2
Espresso Machine,Breville,Home Appliances,2022-08-20,Very pleased with this! Works as expected and easy to use. I've had it for 16 months.,Fantastic product!,4
Gaming Headset,Razer,Electronics,2023-07-05,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 5 months.",Very disappointed,1
Laptop Backpack,Samsonite,Luggage & Travel,2023-02-15,Does the job but not as well as I had hoped. Could be improved. I've had it for 18 months.,Very disappointed,5
Fitness Tracker,Fitbit,Wearables,2022-02-23,Very pleased with this! Works as expected and easy to use. I've had it for 4 months.,Would not buy again,3
Fitness Tracker,Fitbit,Wearables,2023-11-04,Very pleased with this! Works as expected and easy to use. I've had it for 17 months.,Good but not great,3
Electric Toothbrush,Oral-B,Health & Personal Care,2022-03-17,This product has been amazing. I use it every day with no issues. I've had it for 20 months.,Not worth it,4
Wireless Keyboard,Logitech,Accessories,2022-03-20,Decent product but not worth the price. I expected better durability. I've had it for 5 months.,Would not buy again,5
Espresso Machine,Breville,Home Appliances,2023-03-19,Decent product but not worth the price. I expected better durability. I've had it for 18 months.,Would not buy again,3
Fitness Tracker,Fitbit,Wearables,2023-03-31,This product has been amazing. I use it every day with no issues. I've had it for 10 months.,Highly recommended,3
Fitness Tracker,Fitbit,Wearables,2023-03-19,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 16 months.",Fantastic product!,1
Espresso Machine,Breville,Home Appliances,2022-07-13,"Terrible build quality, not recommended at all. I've had it for 6 months.",Not worth it,4
Wireless Keyboard,Logitech,Accessories,2023-11-14,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 3 months.",Would not buy again,4
Fitness Tracker,Fitbit,Wearables,2022-04-03,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 10 months.",Very disappointed,1
Wireless Keyboard,Logitech,Accessories,2023-11-09,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 10 months.",Not worth it,5
Smart TV,Samsung,Electronics,2023-08-06,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 12 months.","Meh, just okay",5
Espresso Machine,Breville,Home Appliances,2023-09-06,Completely disappointed. It broke after minimal use. I've had it for 2 months.,Exceeded my expectations,1
Digital Camera,Canon,Photography,2022-08-27,"Terrible build quality, not recommended at all. I've had it for 17 months.",Would not buy again,5
Smart TV,Samsung,Electronics,2022-08-02,"Terrible build quality, not recommended at all. I've had it for 7 months.",Exceeded my expectations,1
Wireless Keyboard,Logitech,Accessories,2022-01-07,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 16 months.",Not worth it,3
Gaming Headset,Razer,Electronics,2023-08-12,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 23 months.",Good but not great,1
Wireless Keyboard,Logitech,Accessories,2023-09-15,This product has been amazing. I use it every day with no issues. I've had it for 10 months.,Would not buy again,5
Robot Vacuum,iRobot,Home Appliances,2022-08-05,This exceeded my expectations! The design and performance are outstanding. I've had it for 7 months.,Excellent quality!,4
Wireless Keyboard,Logitech,Accessories,2023-08-12,Very pleased with this! Works as expected and easy to use. I've had it for 15 months.,"Meh, just okay",1
Electric Toothbrush,Oral-B,Health & Personal Care,2022-11-16,Does the job but not as well as I had hoped. Could be improved. I've had it for 1 months.,"Meh, just okay",1
Smart Thermostat,Nest,Smart Home,2023-08-17,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 12 months.",Highly recommended,3
Wireless Keyboard,Logitech,Accessories,2022-07-18,This product has been amazing. I use it every day with no issues. I've had it for 14 months.,Not worth it,1
Laptop Backpack,Samsonite,Luggage & Travel,2023-10-05,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 22 months.",Fantastic product!,1
Smart TV,Samsung,Electronics,2023-04-24,This exceeded my expectations! The design and performance are outstanding. I've had it for 12 months.,Good but not great,1
Wireless Keyboard,Logitech,Accessories,2023-10-02,This exceeded my expectations! The design and performance are outstanding. I've had it for 16 months.,Would not buy again,2
Smart TV,Samsung,Electronics,2023-08-29,Very pleased with this! Works as expected and easy to use. I've had it for 22 months.,Highly recommended,1
Electric Toothbrush,Oral-B,Health & Personal Care,2023-01-28,Does the job but not as well as I had hoped. Could be improved. I've had it for 3 months.,Exceeded my expectations,4
Smart TV,Samsung,Electronics,2023-07-29,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 6 months.",Exceeded my expectations,1
Robot Vacuum,iRobot,Home Appliances,2023-10-26,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 17 months.",Highly recommended,1
Smart Thermostat,Nest,Smart Home,2022-08-02,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 9 months.",Excellent quality!,2
Smart Thermostat,Nest,Smart Home,2022-02-05,This product has been amazing. I use it every day with no issues. I've had it for 19 months.,Excellent quality!,1
Digital Camera,Canon,Photography,2023-08-16,This exceeded my expectations! The design and performance are outstanding. I've had it for 12 months.,Good but not great,2
Smart Thermostat,Nest,Smart Home,2023-11-15,Completely disappointed. It broke after minimal use. I've had it for 16 months.,Highly recommended,1
Gaming Headset,Razer,Electronics,2023-02-15,This exceeded my expectations! The design and performance are outstanding. I've had it for 22 months.,Terrible experience,2
Wireless Keyboard,Logitech,Accessories,2023-03-01,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 15 months.",Not worth it,4
Smart TV,Samsung,Electronics,2022-05-28,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 3 months.","Meh, just okay",2
Espresso Machine,Breville,Home Appliances,2022-02-28,Very pleased with this! Works as expected and easy to use. I've had it for 23 months.,Excellent quality!,1
Fitness Tracker,Fitbit,Wearables,2022-08-30,Decent product but not worth the price. I expected better durability. I've had it for 4 months.,"Meh, just okay",2
Digital Camera,Canon,Photography,2023-03-28,Decent product but not worth the price. I expected better durability. I've had it for 16 months.,Would not buy again,3
Fitness Tracker,Fitbit,Wearables,2022-04-02,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 22 months.","Meh, just okay",1
Digital Camera,Canon,Photography,2023-02-19,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 20 months.",Good but not great,2
Wireless Keyboard,Logitech,Accessories,2022-09-06,Does the job but not as well as I had hoped. Could be improved. I've had it for 18 months.,Fantastic product!,3
Digital Camera,Canon,Photography,2023-09-28,This product has been amazing. I use it every day with no issues. I've had it for 23 months.,Fantastic product!,5
Digital Camera,Canon,Photography,2023-08-27,This exceeded my expectations! The design and performance are outstanding. I've had it for 18 months.,Not worth it,3
Smart Thermostat,Nest,Smart Home,2023-07-21,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 24 months.",Excellent quality!,4
Laptop Backpack,Samsonite,Luggage & Travel,2022-06-16,This exceeded my expectations! The design and performance are outstanding. I've had it for 6 months.,Exceeded my expectations,5
Fitness Tracker,Fitbit,Wearables,2023-06-16,This product has been amazing. I use it every day with no issues. I've had it for 22 months.,Good but not great,2
Wireless Keyboard,Logitech,Accessories,2023-12-03,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 17 months.",Excellent quality!,3
Espresso Machine,Breville,Home Appliances,2023-05-29,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 9 months.",Very disappointed,1
Fitness Tracker,Fitbit,Wearables,2022-01-24,Decent product but not worth the price. I expected better durability. I've had it for 20 months.,Excellent quality!,2
Smart TV,Samsung,Electronics,2023-01-01,This product has been amazing. I use it every day with no issues. I've had it for 2 months.,Good but not great,4
Smart Thermostat,Nest,Smart Home,2022-09-29,This product has been amazing. I use it every day with no issues. I've had it for 17 months.,Excellent quality!,1
Smart TV,Samsung,Electronics,2023-08-18,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 13 months.",Not worth it,4
Gaming Headset,Razer,Electronics,2022-02-21,Very pleased with this! Works as expected and easy to use. I've had it for 4 months.,Terrible experience,5
Gaming Headset,Razer,Electronics,2022-06-15,This product has been amazing. I use it every day with no issues. I've had it for 9 months.,Would not buy again,1
Gaming Headset,Razer,Electronics,2023-02-10,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 5 months.",Exceeded my expectations,5
Wireless Keyboard,Logitech,Accessories,2022-01-18,Decent product but not worth the price. I expected better durability. I've had it for 3 months.,Good but not great,2
Gaming Headset,Razer,Electronics,2023-03-21,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 11 months.",Very disappointed,4
Wireless Keyboard,Logitech,Accessories,2023-08-15,This exceeded my expectations! The design and performance are outstanding. I've had it for 10 months.,"Meh, just okay",1
Robot Vacuum,iRobot,Home Appliances,2022-02-20,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 24 months.",Would not buy again,3
Laptop Backpack,Samsonite,Luggage & Travel,2023-02-09,Completely disappointed. It broke after minimal use. I've had it for 7 months.,Fantastic product!,1
Gaming Headset,Razer,Electronics,2022-06-15,Very pleased with this! Works as expected and easy to use. I've had it for 1 months.,Highly recommended,2
Laptop Backpack,Samsonite,Luggage & Travel,2022-09-24,Does the job but not as well as I had hoped. Could be improved. I've had it for 3 months.,Very disappointed,2
Robot Vacuum,iRobot,Home Appliances,2022-03-07,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 7 months.",Not worth it,1
Espresso Machine,Breville,Home Appliances,2023-12-14,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 8 months.",Terrible experience,2
Smart Thermostat,Nest,Smart Home,2023-02-04,Completely disappointed. It broke after minimal use. I've had it for 6 months.,"Meh, just okay",3
Fitness Tracker,Fitbit,Wearables,2023-10-09,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 11 months.",Exceeded my expectations,5
Robot Vacuum,iRobot,Home Appliances,2022-04-10,This product has been amazing. I use it every day with no issues. I've had it for 23 months.,Exceeded my expectations,4
Gaming Headset,Razer,Electronics,2023-03-21,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 11 months.",Very disappointed,2
Wireless Keyboard,Logitech,Accessories,2023-06-23,Completely disappointed. It broke after minimal use. I've had it for 22 months.,Fantastic product!,4
Gaming Headset,Razer,Electronics,2023-07-22,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 12 months.",Excellent quality!,4
Gaming Headset,Razer,Electronics,2023-02-01,Completely disappointed. It broke after minimal use. I've had it for 2 months.,Very disappointed,4
Digital Camera,Canon,Photography,2023-01-26,Completely disappointed. It broke after minimal use. I've had it for 3 months.,Terrible experience,3
Laptop Backpack,Samsonite,Luggage & Travel,2023-01-29,This product has been amazing. I use it every day with no issues. I've had it for 21 months.,Would not buy again,3
Laptop Backpack,Samsonite,Luggage & Travel,2023-10-25,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 22 months.",Not worth it,5
Espresso Machine,Breville,Home Appliances,2022-01-28,Very pleased with this! Works as expected and easy to use. I've had it for 2 months.,Excellent quality!,3
Espresso Machine,Breville,Home Appliances,2022-03-04,This product has been amazing. I use it every day with no issues. I've had it for 21 months.,Terrible experience,4
Smart Thermostat,Nest,Smart Home,2023-10-11,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 13 months.",Fantastic product!,4
Laptop Backpack,Samsonite,Luggage & Travel,2023-05-05,Decent product but not worth the price. I expected better durability. I've had it for 11 months.,Fantastic product!,4
Robot Vacuum,iRobot,Home Appliances,2022-01-11,"Terrible build quality, not recommended at all. I've had it for 17 months.",Terrible experience,2
Robot Vacuum,iRobot,Home Appliances,2022-01-25,This exceeded my expectations! The design and performance are outstanding. I've had it for 9 months.,Good but not great,4
Smart TV,Samsung,Electronics,2022-12-02,This product has been amazing. I use it every day with no issues. I've had it for 3 months.,Good but not great,3
Laptop Backpack,Samsonite,Luggage & Travel,2022-05-20,This product has been amazing. I use it every day with no issues. I've had it for 21 months.,Would not buy again,1
Espresso Machine,Breville,Home Appliances,2022-05-20,This product has been amazing. I use it every day with no issues. I've had it for 24 months.,Fantastic product!,3
Fitness Tracker,Fitbit,Wearables,2023-02-10,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 11 months.",Exceeded my expectations,4
Smart Thermostat,Nest,Smart Home,2023-12-09,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 12 months.",Terrible experience,1
Wireless Keyboard,Logitech,Accessories,2022-10-09,Very pleased with this! Works as expected and easy to use. I've had it for 11 months.,Very disappointed,5
Fitness Tracker,Fitbit,Wearables,2022-02-07,Does the job but not as well as I had hoped. Could be improved. I've had it for 4 months.,Would not buy again,4
Espresso Machine,Breville,Home Appliances,2023-06-08,This product has been amazing. I use it every day with no issues. I've had it for 8 months.,Highly recommended,1
Smart TV,Samsung,Electronics,2022-04-21,"Terrible build quality, not recommended at all. I've had it for 9 months.",Highly recommended,1
Smart Thermostat,Nest,Smart Home,2023-01-08,Decent product but not worth the price. I expected better durability. I've had it for 4 months.,Excellent quality!,1
